Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Jeff Teague,28-166,G,11/23/16,IND,ATL,1,39,5,15,0.333,5,10,0.5,0,5,0,1,1,1,1,5,6,8,5,2,2,4,11,13.1
Josh Richardson,23-086,G,12/10/16,MIA,CHI,0,26,5,12,0.417,5,6,0.833,0,6,0,1,2,0.5,1,2,3,4,1,0,1,3,11,7.1
Matthew Dellavedova,26-141,G,1/27/17,MIL,TOR,1,23,3,9,0.333,0,3,0,3,6,0.5,2,2,1,1,1,2,2,1,0,2,2,11,6.5
Julius Randle,22-006,F,12/5/16,LAL,UTA,1,37,5,12,0.417,5,12,0.417,0,0,,1,2,0.5,4,7,11,1,2,0,0,4,11,10.2
Serge Ibaka,27-052,F-C,11/9/16,ORL,MIN,1,27,4,8,0.5,3,7,0.429,1,1,1,2,3,0.667,1,1,2,0,0,2,0,4,11,7.4
Ty Lawson,29-007,G,11/10/16,SAC,LAL,1,25,4,6,0.667,2,3,0.667,2,3,0.667,1,2,0.5,0,1,1,1,2,0,3,4,11,6.4
Jusuf Nurkic,22-077,C,11/8/16,DEN,MEM,1,29,5,7,0.714,5,7,0.714,0,0,,1,1,1,1,6,7,3,0,1,6,5,11,5.4
Mike Dunleavy,36-090,F-G,12/14/16,CLE,MEM,1,23,3,6,0.5,1,2,0.5,2,4,0.5,3,5,0.6,1,5,6,0,1,0,0,1,11,10
Al Horford,30-255,C-F,2/13/17,BOS,DAL,1,32,5,12,0.417,4,10,0.4,1,2,0.5,0,0,,1,4,5,4,1,0,2,1,11,7.9
Andrew Harrison,22-034,G,12/1/16,MEM,ORL,1,30,4,8,0.5,4,8,0.5,0,0,,3,6,0.5,0,4,4,8,0,1,2,3,11,10.1
D'Angelo Russell,20-252,G,11/1/16,LAL,IND,1,19,3,10,0.3,3,6,0.5,0,4,0,5,5,1,0,0,0,3,0,0,2,2,11,4.5
Ish Smith,28-150,G,12/2/16,DET,ATL,1,29,5,10,0.5,4,7,0.571,1,3,0.333,0,0,,0,5,5,13,1,0,1,1,11,16.2
Dwight Powell,25-105,F-C,11/2/16,DAL,UTA,0,16,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,0,1,1,0,0,0,0,3,11,6.1
Dorian Finney-Smith,23-220,F,12/10/16,DAL,HOU,1,30,5,9,0.556,4,6,0.667,1,3,0.333,0,0,,1,3,4,0,1,2,0,2,11,9.9
Thabo Sefolosha,32-240,G-F,12/28/16,ATL,NYK,1,31,3,7,0.429,2,3,0.667,1,4,0.25,4,4,1,1,5,6,0,2,0,4,2,11,6.7
Kyle Korver,36-023,G-F,4/9/17,CLE,ATL,0,28,4,9,0.444,1,2,0.5,3,7,0.429,0,0,,1,2,3,1,0,0,0,3,11,7.1
Markieff Morris,27-084,F,11/25/16,WAS,ORL,1,32,5,10,0.5,5,7,0.714,0,3,0,1,2,0.5,0,3,3,2,3,1,2,3,11,8.4
D.J. Augustin,29-006,G,11/16/16,ORL,NOP,0,18,4,10,0.4,3,6,0.5,1,4,0.25,2,2,1,0,1,1,1,1,0,2,0,11,5.6
Tyler Zeller,26-290,F-C,11/2/16,BOS,CHI,1,25,5,11,0.455,5,11,0.455,0,0,,1,2,0.5,3,1,4,0,1,0,0,3,11,7.1
Michael Kidd-Gilchrist,23-161,F,3/6/17,CHO,IND,1,31,4,8,0.5,4,8,0.5,0,0,,3,3,1,3,10,13,1,2,0,1,1,11,13.4
Timofey Mozgov,30-144,C,12/7/16,LAL,HOU,1,15,5,9,0.556,5,9,0.556,0,0,,1,1,1,2,3,5,0,0,0,3,4,11,4.4
J.R. Smith,31-057,G-F,11/5/16,CLE,PHI,1,32,3,7,0.429,0,0,,3,7,0.429,2,2,1,0,1,1,1,3,1,1,2,11,10.2
Gary Harris,22-057,G,11/10/16,DEN,GSW,1,18,5,7,0.714,4,5,0.8,1,2,0.5,0,2,0,1,1,2,3,0,0,2,0,11,8.4
Ricky Rubio,26-025,G,11/15/16,MIN,CHO,1,35,2,5,0.4,0,2,0,2,3,0.667,5,6,0.833,2,6,8,8,2,0,4,5,11,12.7
T.J. McConnell,24-343,G,3/3/17,PHI,NYK,1,32,5,11,0.455,5,10,0.5,0,1,0,1,2,0.5,0,4,4,4,1,1,1,2,11,8.8
Kyle Korver,35-244,G-F,11/16/16,ATL,MIL,1,27,3,9,0.333,1,2,0.5,2,7,0.286,3,3,1,0,6,6,5,1,2,0,2,11,12.8
Tomas Satoransky,25-162,G,4/10/17,WAS,DET,0,20,4,6,0.667,3,4,0.75,1,2,0.5,2,2,1,0,0,0,3,0,0,3,1,11,7.1
Raymond Felton,32-192,G,1/4/17,LAC,MEM,1,37,4,9,0.444,4,9,0.444,0,0,,3,4,0.75,0,4,4,6,4,0,2,3,11,12.1
Gorgui Dieng,26-328,C,12/11/16,MIN,GSW,1,36,4,10,0.4,4,10,0.4,0,0,,3,4,0.75,3,3,6,0,2,2,3,4,11,7
Devin Harris,33-315,G,1/7/17,DAL,ATL,0,15,3,8,0.375,2,2,1,1,6,0.167,4,4,1,0,1,1,0,0,0,0,1,11,6.5
Danilo Gallinari,28-169,F,1/24/17,DEN,UTA,1,31,3,10,0.3,2,9,0.222,1,1,1,4,4,1,0,3,3,2,1,1,2,1,11,6.8
Alex Len,23-158,C,11/21/16,PHO,WAS,1,31,3,5,0.6,3,5,0.6,0,0,,5,6,0.833,3,7,10,3,0,3,3,4,11,12.1
Ivica Zubac,19-343,C,2/24/17,LAL,OKC,0,27,5,9,0.556,5,9,0.556,0,0,,1,2,0.5,1,5,6,1,1,3,1,1,11,10.9
Dante Exum,21-117,G,11/7/16,UTA,PHI,0,20,4,6,0.667,1,2,0.5,3,4,0.75,0,0,,1,1,2,0,0,1,0,4,11,8.5
Alex Abrines,23-254,G-F,4/12/17,OKC,DEN,0,18,4,11,0.364,1,5,0.2,3,6,0.5,0,0,,3,3,6,1,0,0,1,1,11,7.2
Dwight Howard,30-324,C,10/27/16,ATL,WAS,1,30,4,9,0.444,4,9,0.444,0,0,,3,4,0.75,7,12,19,2,1,3,3,2,11,15.1
Patrick Beverley,28-177,G,1/5/17,HOU,OKC,1,31,4,6,0.667,1,2,0.5,3,4,0.75,0,0,,2,6,8,3,2,0,1,5,11,12.7
Vince Carter,40-009,G-F,2/4/17,MEM,MIN,0,31,3,7,0.429,0,2,0,3,5,0.6,2,2,1,0,3,3,1,1,1,1,3,11,8.4
Ricky Rubio,26-131,G,3/1/17,MIN,UTA,1,29,4,7,0.571,4,7,0.571,0,0,,3,4,0.75,2,4,6,9,2,0,2,1,11,15.8
Gorgui Dieng,26-355,C,1/7/17,MIN,UTA,1,40,4,11,0.364,3,9,0.333,1,2,0.5,2,2,1,1,7,8,4,0,1,1,2,11,9.4
Nikola Mirotic,25-285,F,11/22/16,CHI,DEN,0,22,4,10,0.4,3,8,0.375,1,2,0.5,2,4,0.5,0,3,3,1,1,1,2,2,11,5.3
C.J. Miles,29-238,G-F,12/12/16,IND,CHO,0,19,4,11,0.364,1,2,0.5,3,9,0.333,0,0,,0,2,2,1,0,2,0,3,11,6.4
Jaylen Brown,20-025,F,11/18/16,BOS,GSW,0,23,4,9,0.444,2,3,0.667,2,6,0.333,1,2,0.5,0,1,1,0,0,1,0,3,11,5.7
Paul Zipser,22-351,G-F,2/3/17,CHI,HOU,0,29,4,10,0.4,3,4,0.75,1,6,0.167,2,2,1,2,1,3,1,2,2,2,5,11,7.4
Dorian Finney-Smith,23-267,F,1/26/17,DAL,OKC,1,41,3,7,0.429,1,3,0.333,2,4,0.5,3,4,0.75,1,4,5,2,4,1,2,1,11,12.5
Tristan Thompson,26-014,F-C,3/27/17,CLE,SAS,1,26,4,5,0.8,4,5,0.8,0,0,,3,4,0.75,2,5,7,0,0,1,1,3,11,10.1
DeAndre Jordan,28-154,C,12/22/16,LAC,SAS,1,26,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,2,7,9,2,0,2,2,2,11,11.5
Kyrie Irving,24-262,G,12/10/16,CLE,CHO,1,36,4,13,0.308,2,10,0.2,2,3,0.667,1,1,1,1,3,4,5,0,0,3,3,11,4.4
Iman Shumpert,26-288,G,4/10/17,CLE,MIA,1,39,5,9,0.556,5,8,0.625,0,1,0,1,2,0.5,1,2,3,1,1,1,1,2,11,8.2
DeMarre Carroll,30-114,F,11/18/16,TOR,DEN,1,22,4,9,0.444,3,5,0.6,1,4,0.25,2,2,1,0,3,3,0,1,0,0,1,11,7.8
Bojan Bogdanovic,27-198,G-F,11/2/16,BRK,DET,1,32,3,7,0.429,0,0,,3,7,0.429,2,2,1,1,3,4,2,0,0,2,2,11,7.5
Cody Zeller,24-076,F-C,12/20/16,CHO,LAL,1,25,4,8,0.5,4,8,0.5,0,0,,3,4,0.75,2,3,5,2,2,0,1,2,11,10.5
Allen Crabbe,24-348,G-F,3/23/17,POR,NYK,0,34,4,8,0.5,1,5,0.2,3,3,1,0,0,,1,1,2,2,1,1,0,3,11,9.9
Larry Nance Jr.,23-305,F,11/1/16,LAL,IND,0,30,4,10,0.4,4,9,0.444,0,1,0,3,4,0.75,4,1,5,1,6,1,3,3,11,11.5
Marcus Thornton,29-147,G,10/30/16,WAS,MEM,0,16,4,6,0.667,3,4,0.75,1,2,0.5,2,3,0.667,2,3,5,1,0,0,0,1,11,10.6
Dion Waiters,24-349,G,11/23/16,MIA,DET,1,21,3,10,0.3,2,7,0.286,1,3,0.333,4,4,1,0,2,2,3,0,0,2,3,11,4.7
Gorgui Dieng,27-071,C,3/30/17,MIN,LAL,1,42,4,9,0.444,3,8,0.375,1,1,1,2,3,0.667,4,11,15,6,0,3,1,4,11,15.7
Tyreke Evans,27-130,G-F,1/27/17,NOP,SAS,0,21,5,11,0.455,4,8,0.5,1,3,0.333,0,0,,0,2,2,4,1,0,0,2,11,8.9
Jusuf Nurkic,22-210,C,3/21/17,POR,MIL,1,27,5,9,0.556,5,9,0.556,0,0,,1,3,0.333,5,9,14,1,2,2,4,4,11,10.6
James Johnson,29-249,F,10/26/16,MIA,ORL,0,25,4,8,0.5,2,4,0.5,2,4,0.5,1,1,1,0,2,2,6,0,0,1,1,11,10.4
Kris Humphries,31-270,F-C,11/2/16,ATL,LAL,0,14,3,6,0.5,2,4,0.5,1,2,0.5,4,4,1,1,0,1,1,0,0,2,3,11,6.2
Zaza Pachulia,33-029,C,3/11/17,GSW,SAS,1,20,4,9,0.444,4,9,0.444,0,0,,3,5,0.6,6,6,12,3,1,1,2,0,11,13.3
Isaiah Whitehead,21-285,G,12/18/16,BRK,PHI,1,21,3,6,0.5,1,3,0.333,2,3,0.667,3,4,0.75,0,1,1,0,0,0,0,2,11,7.1
Anthony Tolliver,31-252,F-C,2/8/17,SAC,BOS,1,37,5,12,0.417,4,5,0.8,1,7,0.143,0,0,,0,4,4,0,3,0,2,1,11,6.4
Brandon Knight,24-361,G,11/27/16,PHO,DEN,0,17,2,10,0.2,2,10,0.2,0,0,,7,10,0.7,1,1,2,0,0,0,3,2,11,0.8
Brandon Bass,31-240,F,12/26/16,LAC,DEN,0,20,2,4,0.5,2,4,0.5,0,0,,7,8,0.875,1,3,4,2,0,1,1,0,11,11.3
Jaylen Brown,20-139,F,3/12/17,BOS,CHI,0,26,4,9,0.444,1,3,0.333,3,6,0.5,0,0,,0,3,3,1,1,0,3,4,11,4.3
Ish Smith,28-132,G,11/14/16,DET,OKC,1,30,4,8,0.5,4,8,0.5,0,0,,3,4,0.75,0,6,6,3,2,1,3,1,11,9.8
Jeff Green,30-077,F,11/13/16,ORL,OKC,1,28,4,8,0.5,3,5,0.6,1,3,0.333,2,2,1,0,0,0,3,0,2,0,2,11,9.7
Michael Kidd-Gilchrist,23-048,F,11/13/16,CHO,CLE,1,41,4,13,0.308,4,13,0.308,0,0,,3,3,1,2,8,10,2,1,1,0,5,11,8.4
Pau Gasol,36-122,F-C,11/5/16,SAS,LAC,1,21,3,5,0.6,2,3,0.667,1,2,0.5,4,6,0.667,1,3,4,1,0,1,2,1,11,8.5
Trey Lyles,21-045,F,12/20/16,UTA,GSW,0,24,2,10,0.2,0,6,0,2,4,0.5,5,6,0.833,3,0,3,1,0,0,3,0,11,4.2
Matt Barnes,36-332,F,2/4/17,SAC,GSW,0,34,4,10,0.4,2,6,0.333,2,4,0.5,1,2,0.5,3,14,17,2,1,1,1,3,11,12.4
Terrence Ross,26-034,F-G,3/11/17,ORL,CLE,1,32,4,11,0.364,4,7,0.571,0,4,0,3,4,0.75,0,4,4,1,1,0,1,3,11,5.2
Gerald Henderson,29-046,G,1/24/17,PHI,LAC,0,22,3,7,0.429,2,4,0.5,1,3,0.333,4,4,1,0,1,1,2,0,0,0,5,11,7
Ty Lawson,29-000,G,11/3/16,SAC,ORL,1,35,5,9,0.556,4,7,0.571,1,2,0.5,0,2,0,3,4,7,5,0,0,2,1,11,10.3
Rondae Hollis-Jefferson,22-084,F,3/28/17,BRK,PHI,1,24,5,15,0.333,5,14,0.357,0,1,0,1,2,0.5,3,4,7,2,3,2,1,0,11,10.2
Dion Waiters,24-341,G,11/15/16,MIA,ATL,1,34,5,18,0.278,4,13,0.308,1,5,0.2,0,0,,0,1,1,2,3,1,5,3,11,-0.4
Ish Smith,28-152,G,12/4/16,DET,ORL,0,25,5,10,0.5,5,8,0.625,0,2,0,1,2,0.5,1,0,1,2,0,0,0,4,11,6.1
T.J. McConnell,24-316,G,2/4/17,PHI,MIA,1,28,5,6,0.833,5,6,0.833,0,0,,1,1,1,0,2,2,4,0,0,4,3,11,7
Cristiano Felicio,24-209,F-C,2/1/17,CHI,OKC,0,24,3,3,1,3,3,1,0,0,,5,8,0.625,0,4,4,0,1,0,0,4,11,9.5
Tyler Johnson,24-191,G,11/14/16,MIA,SAS,0,33,4,9,0.444,4,9,0.444,0,0,,3,6,0.5,0,8,8,6,1,0,0,0,11,12.7
Anthony Tolliver,31-269,F-C,2/25/17,SAC,CHO,1,20,3,7,0.429,0,1,0,3,6,0.5,2,4,0.5,0,4,4,1,0,0,4,2,11,3.6
Ryan Anderson,28-207,F,11/29/16,HOU,UTA,1,21,4,7,0.571,1,2,0.5,3,5,0.6,0,0,,1,1,2,0,0,0,2,1,11,6.3
Tyreke Evans,27-193,G-F,3/31/17,SAC,NOP,1,19,3,9,0.333,1,5,0.2,2,4,0.5,3,3,1,0,2,2,2,1,0,0,0,11,8.9
Ben McLemore,24-027,G,3/10/17,SAC,WAS,0,16,3,9,0.333,1,5,0.2,2,4,0.5,3,4,0.75,1,3,4,0,0,0,0,2,11,6.3
Jon Leuer,27-193,F,11/23/16,DET,MIA,0,27,4,6,0.667,2,2,1,2,4,0.5,1,1,1,1,3,4,1,0,1,2,3,11,8.2
Gerald Henderson,29-038,G,1/16/17,PHI,MIL,0,28,3,7,0.429,1,4,0.25,2,3,0.667,3,4,0.75,2,2,4,2,1,1,2,3,11,8.8
Tyler Johnson,24-244,G,1/6/17,MIA,LAL,0,35,4,13,0.308,4,9,0.444,0,4,0,3,4,0.75,1,4,5,2,1,1,1,4,11,5.5
Patrick Patterson,27-251,F,11/20/16,TOR,SAC,0,27,4,7,0.571,1,1,1,3,6,0.5,0,0,,1,4,5,1,1,0,2,2,11,8.5
Marco Belinelli,30-266,G-F,12/16/16,CHO,BOS,0,27,4,13,0.308,3,7,0.429,1,6,0.167,2,3,0.667,2,0,2,4,0,0,0,3,11,6.1
Terry Rozier,22-329,G,2/9/17,BOS,POR,0,25,4,9,0.444,2,5,0.4,2,4,0.5,1,1,1,1,3,4,5,1,0,1,2,11,10.6
DeMarcus Cousins,26-210,C-F,3/11/17,NOP,CHO,1,25,4,11,0.364,3,9,0.333,1,2,0.5,2,5,0.4,0,4,4,4,0,0,6,5,11,-0.3
Noah Vonleh,21-062,F,10/25/16,POR,UTA,0,16,5,5,1,4,4,1,1,1,1,0,0,,0,1,1,0,0,1,0,1,11,10.1
Dwight Howard,30-343,C,11/15/16,ATL,MIA,1,25,5,9,0.556,5,9,0.556,0,0,,1,3,0.333,2,9,11,1,3,0,5,3,11,7.5
Josh McRoberts,29-292,F,12/16/16,MIA,LAC,1,17,4,10,0.4,1,5,0.2,3,5,0.6,0,0,,0,0,0,2,0,1,1,1,11,6.3
Goran Dragic,30-185,G,11/7/16,MIA,OKC,1,25,5,12,0.417,5,11,0.455,0,1,0,1,1,1,0,1,1,4,0,0,2,2,11,4.9
Greg Monroe,26-176,C-F,11/27/16,MIL,ORL,0,17,4,6,0.667,4,6,0.667,0,0,,3,4,0.75,2,5,7,1,1,0,0,2,11,11.8
Eric Gordon,27-318,G,11/7/16,HOU,WAS,0,32,4,10,0.4,1,4,0.25,3,6,0.5,0,0,,0,1,1,2,1,1,2,1,11,6.6
Marc Gasol,32-065,C,4/4/17,MEM,SAS,1,30,5,11,0.455,4,8,0.5,1,3,0.333,0,0,,2,4,6,7,1,0,2,2,11,11
Shabazz Muhammad,24-083,F-G,2/4/17,MIN,MEM,0,26,5,11,0.455,4,8,0.5,1,3,0.333,0,1,0,2,1,3,0,0,0,0,4,11,5
Myles Turner,20-314,F-C,2/1/17,IND,ORL,1,32,4,9,0.444,3,6,0.5,1,3,0.333,2,2,1,0,3,3,3,1,1,0,2,11,10.2
Willie Cauley-Stein,23-118,F-C,12/14/16,SAC,HOU,0,23,5,8,0.625,5,8,0.625,0,0,,1,1,1,1,4,5,2,1,2,0,3,11,11.9
Tony Parker,34-190,G,11/23/16,SAS,CHO,1,29,3,10,0.3,2,6,0.333,1,4,0.25,4,4,1,0,1,1,3,1,0,1,2,11,6.8
Rodney McGruder,25-220,G,3/6/17,MIA,CLE,1,28,4,9,0.444,1,4,0.25,3,5,0.6,0,0,,1,3,4,0,1,0,0,2,11,8.1
Doug McDermott,25-038,F,2/10/17,CHI,PHO,0,20,4,6,0.667,3,3,1,1,3,0.333,2,2,1,0,1,1,0,0,0,0,1,11,8.3
Tim Hardaway,24-345,G,2/24/17,ATL,MIA,1,25,3,13,0.231,0,7,0,3,6,0.5,2,2,1,0,2,2,0,0,1,1,1,11,3
J.J. Redick,32-181,G,12/22/16,LAC,SAS,1,21,3,7,0.429,0,3,0,3,4,0.75,2,2,1,0,0,0,0,2,0,0,1,11,8.9
Tim Frazier,26-022,G,11/23/16,NOP,MIN,1,33,4,5,0.8,2,3,0.667,2,2,1,1,1,1,0,4,4,8,0,0,5,3,11,9.7
Marcin Gortat,33-019,C-F,3/8/17,WAS,DEN,1,33,5,10,0.5,5,10,0.5,0,0,,1,4,0.25,3,12,15,2,0,0,3,2,11,8.1
Devin Harris,34-043,G,4/11/17,DAL,DEN,0,19,3,10,0.3,1,3,0.333,2,7,0.286,3,3,1,0,1,1,3,0,0,2,0,11,5.6
Shelvin Mack,26-238,G,12/16/16,UTA,DAL,0,29,4,7,0.571,4,5,0.8,0,2,0,3,4,0.75,1,2,3,3,1,0,1,0,11,10.7
Devin Booker,20-142,G,3/21/17,PHO,MIA,1,34,4,16,0.25,4,12,0.333,0,4,0,3,4,0.75,2,2,4,5,1,0,7,3,11,-0.7
Alexis Ajinca,28-341,C,4/12/17,NOP,POR,1,25,5,12,0.417,5,12,0.417,0,0,,1,1,1,1,6,7,0,1,0,3,3,11,3.9
Raymond Felton,32-256,G,3/9/17,LAC,MEM,0,26,5,10,0.5,4,7,0.571,1,3,0.333,0,0,,0,4,4,2,0,0,0,2,11,7.8
Avery Bradley,26-029,G,12/25/16,BOS,NYK,1,32,5,12,0.417,4,11,0.364,1,1,1,0,0,,0,6,6,2,3,0,1,2,11,9
Jared Dudley,31-271,F-G,4/7/17,PHO,OKC,0,34,4,8,0.5,1,3,0.333,3,5,0.6,0,0,,0,4,4,3,0,0,1,2,11,8.5
Jrue Holiday,26-282,G,3/21/17,NOP,MEM,1,41,5,17,0.294,4,11,0.364,1,6,0.167,0,0,,1,2,3,6,1,1,1,0,11,7.3
Richaun Holmes,23-018,F-C,11/2/16,PHI,CHO,1,12,4,4,1,3,3,1,1,1,1,2,2,1,1,2,3,2,0,1,2,4,11,9.6
Al Horford,30-299,C-F,3/29/17,BOS,MIL,1,35,4,9,0.444,1,6,0.167,3,3,1,0,0,,2,4,6,6,1,0,1,2,11,12.3
K.J. McDaniels,23-260,G-F,10/26/16,HOU,LAL,0,12,5,5,1,4,4,1,1,1,1,0,0,,1,0,1,0,0,0,0,1,11,9.8
Jamal Crawford,36-254,G,11/29/16,LAC,BRK,0,35,4,15,0.267,3,11,0.273,1,4,0.25,2,2,1,0,3,3,1,0,0,1,2,11,1.9
Jonathon Simmons,27-045,G-F,10/29/16,SAS,NOP,0,26,5,12,0.417,5,11,0.455,0,1,0,1,2,0.5,0,3,3,1,1,1,2,2,11,4.7
Nicolas Brussino,24-013,G-F,3/15/17,DAL,WAS,0,23,4,5,0.8,1,1,1,3,4,0.75,0,0,,2,7,9,0,2,0,0,3,11,13.4
Jon Leuer,27-301,F,3/11/17,DET,NYK,0,21,5,9,0.556,4,7,0.571,1,2,0.5,0,0,,0,3,3,0,0,0,0,1,11,7.2
Cory Joseph,25-122,G,12/20/16,TOR,BRK,0,26,4,11,0.364,3,10,0.3,1,1,1,2,3,0.667,1,6,7,4,0,0,3,0,11,6.8
Arron Afflalo,31-066,G,12/20/16,SAC,POR,0,31,4,7,0.571,3,4,0.75,1,3,0.333,2,3,0.667,0,1,1,1,0,0,2,3,11,5.1
Tim Frazier,26-047,G,12/18/16,NOP,SAS,0,24,4,7,0.571,1,2,0.5,3,5,0.6,0,0,,0,3,3,7,3,1,2,2,11,14.4
Jahlil Okafor,21-071,C-F,2/24/17,PHI,WAS,1,22,3,6,0.5,3,6,0.5,0,0,,5,8,0.625,0,2,2,2,0,0,3,4,11,4.2
Semaj Christon,24-062,G,1/2/17,OKC,MIL,0,12,5,6,0.833,4,4,1,1,2,0.5,0,2,0,0,1,1,2,0,0,1,1,11,8.3
Dwight Powell,25-258,F-C,4/4/17,DAL,SAC,1,34,4,11,0.364,2,3,0.667,2,8,0.25,1,2,0.5,0,7,7,1,0,1,2,2,11,5.2
Mike Conley,29-106,G,1/25/17,MEM,TOR,1,36,4,16,0.25,3,12,0.25,1,4,0.25,2,2,1,1,2,3,5,1,0,1,1,11,5.8
Nikola Vucevic,26-156,C,3/29/17,ORL,OKC,1,33,3,14,0.214,3,14,0.214,0,0,,5,8,0.625,2,14,16,1,1,2,0,3,11,8.7
Roy Hibbert,29-356,C,12/1/16,CHO,DAL,0,17,5,7,0.714,5,7,0.714,0,0,,1,5,0.2,0,4,4,2,0,2,0,3,11,9.3
Tim Frazier,26-024,G,11/25/16,NOP,POR,1,32,3,12,0.25,2,9,0.222,1,3,0.333,4,5,0.8,0,1,1,7,0,0,4,2,11,3.8
Randy Foye,33-176,G,3/19/17,BRK,DAL,1,28,3,7,0.429,2,4,0.5,1,3,0.333,4,4,1,0,6,6,2,1,0,4,3,11,6.3
Dwight Powell,25-152,F-C,12/19/16,DAL,DEN,0,29,5,8,0.625,4,7,0.571,1,1,1,0,0,,3,6,9,1,0,3,0,2,11,13.3
Meyers Leonard,24-258,C-F,11/11/16,POR,SAC,1,29,4,9,0.444,3,5,0.6,1,4,0.25,2,2,1,0,4,4,1,1,0,0,4,11,7.6
Dewayne Dedmon,27-198,C,2/26/17,SAS,LAL,1,20,4,4,1,4,4,1,0,0,,3,4,0.75,4,5,9,3,1,0,1,1,11,15.4
Shabazz Muhammad,24-057,F-G,1/9/17,MIN,DAL,0,20,5,9,0.556,4,7,0.571,1,2,0.5,0,0,,0,2,2,0,0,0,1,2,11,5.5
Rondae Hollis-Jefferson,21-306,F,11/4/16,BRK,CHO,1,32,4,5,0.8,2,3,0.667,2,2,1,1,2,0.5,0,8,8,6,4,0,0,6,11,16.9
Marreese Speights,29-146,C-F,12/28/16,LAC,NOP,0,18,4,11,0.364,2,4,0.5,2,7,0.286,1,1,1,0,4,4,1,0,2,1,4,11,5.6
Brandon Knight,25-075,G,2/15/17,PHO,LAL,0,21,5,10,0.5,4,6,0.667,1,4,0.25,0,0,,0,2,2,4,0,1,0,2,11,9.3
Otto Porter,23-161,F,11/11/16,WAS,CLE,1,34,5,11,0.455,4,8,0.5,1,3,0.333,0,0,,3,5,8,5,0,1,2,3,11,9.9
Justin Hamilton,26-289,C,1/15/17,BRK,HOU,1,18,5,7,0.714,4,5,0.8,1,2,0.5,0,0,,1,2,3,2,0,3,0,3,11,11.7
Marco Belinelli,30-222,G-F,11/2/16,CHO,PHI,0,21,4,9,0.444,1,3,0.333,3,6,0.5,0,0,,0,3,3,2,0,0,0,2,11,7.8
Amir Johnson,29-235,F,12/22/16,BOS,IND,1,24,5,7,0.714,4,5,0.8,1,2,0.5,0,2,0,1,5,6,1,1,0,1,3,11,9
Buddy Hield,23-034,G,1/20/17,NOP,BRK,1,22,4,8,0.5,3,5,0.6,1,3,0.333,2,2,1,1,2,3,1,0,0,0,2,11,8.2
Dennis Schroder,23-064,G,11/18/16,ATL,CHO,1,31,5,12,0.417,5,7,0.714,0,5,0,1,2,0.5,0,1,1,5,1,0,2,0,11,7
Cory Joseph,25-193,G,3/1/17,TOR,WAS,1,28,5,11,0.455,4,7,0.571,1,4,0.25,0,0,,0,4,4,1,0,1,0,0,11,7.9
Kenneth Faried,27-119,F,3/18/17,DEN,HOU,0,23,5,7,0.714,5,7,0.714,0,0,,1,2,0.5,3,5,8,2,1,0,0,1,11,13.3
Nikola Vucevic,26-014,C,11/7/16,ORL,CHI,1,23,5,8,0.625,5,8,0.625,0,0,,1,2,0.5,0,6,6,5,1,0,0,2,11,12.5
Elfrid Payton,23-047,G,4/10/17,ORL,CHI,1,25,5,13,0.385,4,9,0.444,1,4,0.25,0,1,0,2,5,7,4,0,0,2,1,11,6.8
Karl-Anthony Towns,21-021,C-F,12/6/16,MIN,SAS,1,37,3,16,0.188,2,13,0.154,1,3,0.333,4,4,1,3,11,14,4,1,1,2,3,11,7.7
Devin Harris,34-020,G,3/19/17,DAL,BRK,0,17,4,6,0.667,3,4,0.75,1,2,0.5,2,2,1,0,2,2,1,1,0,1,1,11,9.3
Ish Smith,28-216,G,2/6/17,DET,PHI,0,20,5,10,0.5,5,10,0.5,0,0,,1,1,1,0,1,1,4,1,1,0,1,11,10.4
Mindaugas Kuzminskas,27-167,F,4/4/17,NYK,CHI,0,19,5,7,0.714,4,4,1,1,3,0.333,0,2,0,0,0,0,2,1,0,1,0,11,8.7
Spencer Dinwiddie,23-358,G,3/30/17,BRK,DET,0,20,4,7,0.571,3,4,0.75,1,3,0.333,2,2,1,1,2,3,2,0,1,0,1,11,10.7
Brandon Ingram,19-130,F,1/10/17,LAL,POR,0,26,3,6,0.5,1,4,0.25,2,2,1,3,6,0.5,0,4,4,2,0,1,1,0,11,9.1
E'Twaun Moore,27-264,G,11/18/16,NOP,POR,1,29,5,7,0.714,4,4,1,1,3,0.333,0,0,,0,3,3,3,1,0,0,3,11,10.9
Greg Monroe,26-147,C-F,10/29/16,MIL,BRK,0,19,3,7,0.429,3,7,0.429,0,0,,5,5,1,1,2,3,3,4,0,2,0,11,12.7
Doug McDermott,24-365,F,1/2/17,CHI,CHO,1,30,5,12,0.417,5,9,0.556,0,3,0,1,1,1,0,1,1,1,0,0,1,2,11,3.8
Mike Dunleavy,36-047,F-G,11/1/16,CLE,HOU,0,18,3,4,0.75,1,1,1,2,3,0.667,3,4,0.75,0,4,4,2,0,0,0,2,11,10.8
Tyler Johnson,24-320,G,3/23/17,MIA,TOR,0,26,4,9,0.444,3,6,0.5,1,3,0.333,2,3,0.667,0,1,1,1,1,1,4,4,11,3
