,PLAYER,POS,DATE,MP,PTS,GMSC
2728,Ed Davis,PF,3/12/16,13,4,2.6
2782,Ed Davis,PF,3/24/16,23,12,14.1
3064,Ed Davis,PF,2/10/16,21,1,2.4
3151,Ed Davis,PF,1/10/16,22,10,13.7
3294,Ed Davis,PF,4/6/16,18,9,9.4
3441,Ed Davis,PF,1/26/16,23,11,12.3
3484,Ed Davis,PF,1/8/16,16,5,6.1
3591,Ed Davis,PF,3/23/16,21,16,18.4
3643,Ed Davis,PF,3/20/16,20,6,9.5
3990,Ed Davis,PF,3/31/16,22,4,6.3
4065,Ed Davis,PF,3/8/16,32,9,14.8
4823,Ed Davis,PF,2/23/16,21,4,3.5
5616,Ed Davis,PF,1/20/16,20,6,7.5
5965,Ed Davis,PF,12/14/15,19,4,5.6
6654,Ed Davis,PF,2/27/16,25,9,16.7
6874,Ed Davis,PF,12/11/15,21,9,8.5
7029,Ed Davis,PF,11/20/15,31,17,20.2
7065,Ed Davis,PF,11/18/15,18,3,1.7
7289,Ed Davis,PF,3/1/16,24,9,9.4
7638,Ed Davis,PF,4/2/16,17,2,5.1
7999,Ed Davis,PF,1/23/16,20,5,9.7
8586,Ed Davis,PF,1/31/16,28,8,10.2
8663,Ed Davis,PF,1/18/16,23,6,7
8979,Ed Davis,PF,2/28/16,27,4,9.5
9533,Ed Davis,PF,3/6/16,9,0,0.9
9543,Ed Davis,PF,3/4/16,21,9,8.5
9878,Ed Davis,PF,12/16/15,18,9,8.4
10360,Ed Davis,PF,1/29/16,19,3,2.7
10450,Ed Davis,PF,1/16/16,17,9,8.6
11381,Ed Davis,PF,11/9/15,15,3,4.3
11392,Ed Davis,PF,10/28/15,29,12,12.9
11666,Ed Davis,PF,2/4/16,21,4,6
12237,Ed Davis,PF,2/2/16,23,8,8
12316,Ed Davis,PF,1/6/16,24,12,12.4
12422,Ed Davis,PF,11/30/15,24,13,13
12473,Ed Davis,PF,11/15/15,22,6,4.2
12908,Ed Davis,PF,1/15/16,24,14,16.6
13132,Ed Davis,PF,11/11/15,18,11,15.1
13615,Ed Davis,PF,12/5/15,27,13,13.7
13642,Ed Davis,PF,11/22/15,18,9,8.3
13737,Ed Davis,PF,10/30/15,20,5,2.5
13838,Ed Davis,PF,3/17/16,17,5,8
14299,Ed Davis,PF,11/2/15,20,7,10.3
14320,Ed Davis,PF,10/31/15,21,1,3.9
14540,Ed Davis,PF,1/3/16,26,5,9.2
15309,Ed Davis,PF,12/23/15,18,5,7.1
16001,Ed Davis,PF,12/3/15,22,6,16.2
17011,Ed Davis,PF,12/30/15,16,3,3.9
17179,Ed Davis,PF,11/28/15,24,4,3.3
17195,Ed Davis,PF,11/24/15,35,12,13.7
17760,Ed Davis,PF,12/18/15,22,1,-1.3
17795,Ed Davis,PF,12/1/15,32,10,11.6
18621,Ed Davis,PF,12/8/15,25,6,4.1
18674,Ed Davis,PF,11/16/15,17,0,-2.6
19061,Ed Davis,PF,12/7/15,28,10,13.9
19134,Ed Davis,PF,11/8/15,20,4,3.7
19250,Ed Davis,PF,2/8/16,26,7,10.4
20341,Ed Davis,PF,12/12/15,20,2,2.9
21260,Ed Davis,PF,2/21/16,19,11,10.1
22129,Ed Davis,PF,1/4/16,13,2,-0.9
22577,Ed Davis,PF,12/26/15,13,8,9.8
22645,Ed Davis,PF,12/21/15,20,8,10.8
23612,Ed Davis,PF,11/13/15,18,7,10.8
23753,Ed Davis,PF,1/13/16,24,2,4.1
24100,Ed Davis,PF,12/20/15,17,6,4.3
24666,Ed Davis,PF,11/5/15,23,9,9.1
25273,Ed Davis,PF,11/4/15,19,2,0.8
25534,Ed Davis,PF,12/31/15,10,3,0.9
,Ed Davis Var,,,,14.35308642,
459,Elfrid Payton,PG,3/7/16,23,6,8.2
541,Elfrid Payton,PG,2/25/16,29,12,8.6
2219,Elfrid Payton,PG,3/21/16,31,8,4.9
2319,Elfrid Payton,PG,3/4/16,34,19,18.2
2577,Elfrid Payton,PG,3/2/16,33,9,11.8
3376,Elfrid Payton,PG,3/1/16,24,12,7.5
3395,Elfrid Payton,PG,2/28/16,33,11,10.4
4345,Elfrid Payton,PG,3/8/16,20,7,5.2
4962,Elfrid Payton,PG,4/10/16,26,8,5.8
5368,Elfrid Payton,PG,4/13/16,25,2,3.2
5556,Elfrid Payton,PG,2/3/16,29,6,3
5713,Elfrid Payton,PG,3/29/16,26,11,15
6581,Elfrid Payton,PG,3/20/16,17,2,1.4
7142,Elfrid Payton,PG,4/11/16,31,11,11.8
7159,Elfrid Payton,PG,3/25/16,34,14,13.1
7675,Elfrid Payton,PG,3/31/16,30,10,9.4
7907,Elfrid Payton,PG,2/26/16,27,8,10.5
8151,Elfrid Payton,PG,11/21/15,38,7,3
8280,Elfrid Payton,PG,4/6/16,32,17,14.5
8302,Elfrid Payton,PG,4/1/16,30,6,6.5
8527,Elfrid Payton,PG,2/23/16,20,3,4.5
8847,Elfrid Payton,PG,4/8/16,37,16,13.9
8913,Elfrid Payton,PG,3/26/16,30,15,17.8
10031,Elfrid Payton,PG,11/4/15,29,5,4.2
10576,Elfrid Payton,PG,12/23/15,32,12,10
10765,Elfrid Payton,PG,4/3/16,31,7,10.3
11199,Elfrid Payton,PG,12/9/15,33,12,12.2
11700,Elfrid Payton,PG,1/29/16,29,12,8.8
12006,Elfrid Payton,PG,11/3/15,29,8,5.4
12555,Elfrid Payton,PG,10/30/15,37,14,12.1
13264,Elfrid Payton,PG,3/23/16,34,20,18.9
13319,Elfrid Payton,PG,2/5/16,30,6,-1.1
14132,Elfrid Payton,PG,12/28/15,22,6,2.6
14250,Elfrid Payton,PG,11/18/15,41,24,20.4
14466,Elfrid Payton,PG,1/31/16,15,9,4.8
14747,Elfrid Payton,PG,11/14/15,38,17,9.3
15004,Elfrid Payton,PG,2/21/16,23,4,2.5
15017,Elfrid Payton,PG,2/10/16,42,13,12.8
15036,Elfrid Payton,PG,2/8/16,41,20,18.9
15255,Elfrid Payton,PG,1/1/16,24,3,1.6
15770,Elfrid Payton,PG,2/7/16,33,12,14.1
16022,Elfrid Payton,PG,12/1/15,34,14,8.8
16296,Elfrid Payton,PG,2/1/16,32,6,6.6
16638,Elfrid Payton,PG,10/28/15,35,11,11.3
17128,Elfrid Payton,PG,11/29/15,35,6,1.7
17489,Elfrid Payton,PG,2/19/16,28,9,8
17728,Elfrid Payton,PG,12/20/15,31,14,12.7
17750,Elfrid Payton,PG,12/18/15,36,19,13.7
17900,Elfrid Payton,PG,11/11/15,29,2,1.9
19417,Elfrid Payton,PG,12/30/15,5,0,-0.3
19534,Elfrid Payton,PG,12/8/15,32,18,14.4
19576,Elfrid Payton,PG,11/27/15,31,22,21.4
19660,Elfrid Payton,PG,11/23/15,19,0,-0.9
19746,Elfrid Payton,PG,11/1/15,22,4,-2
19967,Elfrid Payton,PG,12/21/15,10,5,5.8
20126,Elfrid Payton,PG,1/18/16,27,16,7.9
20286,Elfrid Payton,PG,12/16/15,30,12,13.5
20368,Elfrid Payton,PG,12/5/15,37,21,20.2
20733,Elfrid Payton,PG,12/14/15,30,17,16.3
20918,Elfrid Payton,PG,1/26/16,24,8,5.3
21029,Elfrid Payton,PG,12/11/15,20,9,6.4
21275,Elfrid Payton,PG,1/22/16,35,11,9.1
21531,Elfrid Payton,PG,11/6/15,15,0,-3.2
22064,Elfrid Payton,PG,1/20/16,41,21,21.7
22278,Elfrid Payton,PG,11/9/15,37,11,11
22975,Elfrid Payton,PG,11/25/15,36,12,13.1
23428,Elfrid Payton,PG,1/14/16,20,4,-1.1
23792,Elfrid Payton,PG,12/26/15,33,18,14.4
24499,Elfrid Payton,PG,1/2/16,16,0,-1.8
24596,Elfrid Payton,PG,12/3/15,33,14,11.2
25001,Elfrid Payton,PG,11/7/15,33,20,21.2
25165,Elfrid Payton,PG,1/25/16,39,14,5.7
25564,Elfrid Payton,PG,11/13/15,37,16,12.8
,Elfrid Payton Var,,,,35.75608828,
14204,Elijah Millsap,SG,12/11/15,8,1,-0.6
15383,Elijah Millsap,SG,12/13/15,23,2,2.5
17863,Elijah Millsap,SG,11/23/15,4,2,1.1
18085,Elijah Millsap,SG,12/16/15,3,0,-0.7
20274,Elijah Millsap,SG,12/21/15,10,3,1.5
21884,Elijah Millsap,SG,12/5/15,11,2,2.1
22520,Elijah Millsap,SG,12/28/15,17,4,6.5
23161,Elijah Millsap,SG,12/18/15,3,0,-0.4
23243,Elijah Millsap,SG,10/31/15,4,0,-0.4
23854,Elijah Millsap,SG,12/9/15,15,4,4.9
24525,Elijah Millsap,SG,12/26/15,10,2,0.9
24927,Elijah Millsap,SG,12/30/15,6,2,0.6
25037,Elijah Millsap,SG,10/28/15,10,0,-0.2
25153,Elijah Millsap,SG,11/5/15,1,0,-0.7
25277,Elijah Millsap,SG,11/4/15,6,0,-2.5
25538,Elijah Millsap,SG,12/31/15,2,0,0
25573,Elijah Millsap,SG,11/13/15,16,8,7.4
25816,Elijah Millsap,SG,10/30/15,5,2,0.2
25856,Elijah Millsap,SG,12/14/15,16,4,1.4
25903,Elijah Millsap,SG,11/12/15,3,0,0.6
,Elijah Millsap Var,,,,4.273684211,
21354,Elliot Williams,SG,1/12/16,5,0,-1.7
24434,Elliot Williams,SG,1/14/16,6,0,0
24453,Elliot Williams,SG,1/10/16,5,2,1.3
25343,Elliot Williams,SG,1/8/16,10,2,-0.1
25657,Elliot Williams,SG,1/16/16,20,4,5.5
,Elliot Williams Var,,,,2.8,
857,Elton Brand,C,3/27/16,17,10,9.3
1228,Elton Brand,C,3/18/16,8,3,0.4
1378,Elton Brand,C,3/26/16,8,2,2.1
3345,Elton Brand,C,3/23/16,3,0,-1.5
3647,Elton Brand,C,3/20/16,15,5,5.5
4788,Elton Brand,C,3/15/16,13,4,1.9
5064,Elton Brand,C,3/21/16,13,2,-0.1
6147,Elton Brand,C,3/6/16,6,0,-0.1
6517,Elton Brand,C,3/29/16,19,7,5.3
7653,Elton Brand,C,4/1/16,24,13,12
7771,Elton Brand,C,3/11/16,7,0,-0.2
7847,Elton Brand,C,3/4/16,13,8,5.4
9404,Elton Brand,C,4/5/16,11,2,0.1
11558,Elton Brand,C,3/12/16,15,10,11
12076,Elton Brand,C,4/10/16,17,0,0.9
14842,Elton Brand,C,4/8/16,13,2,2.9
16143,Elton Brand,C,4/2/16,23,2,2.6
,Elton Brand Var,,,,16.48529412,
631,Emmanuel Mudiay,PG,2/23/16,26,11,7.6
1453,Emmanuel Mudiay,PG,2/19/16,30,8,0.4
1680,Emmanuel Mudiay,PG,4/2/16,29,15,4.2
2100,Emmanuel Mudiay,PG,4/13/16,37,25,14.3
2152,Emmanuel Mudiay,PG,4/5/16,27,15,5.4
2697,Emmanuel Mudiay,PG,3/15/16,27,14,6.8
2849,Emmanuel Mudiay,PG,3/10/16,34,30,20
3136,Emmanuel Mudiay,PG,1/13/16,17,4,0.7
3326,Emmanuel Mudiay,PG,3/23/16,42,27,20.3
3421,Emmanuel Mudiay,PG,1/27/16,26,13,4.8
3711,Emmanuel Mudiay,PG,2/24/16,30,4,2.3
4031,Emmanuel Mudiay,PG,3/25/16,21,9,7.2
4087,Emmanuel Mudiay,PG,2/21/16,31,18,14.5
4276,Emmanuel Mudiay,PG,3/19/16,34,11,5.6
4326,Emmanuel Mudiay,PG,3/12/16,22,10,2.1
4358,Emmanuel Mudiay,PG,3/2/16,34,22,16
4493,Emmanuel Mudiay,PG,1/19/16,33,13,7
4634,Emmanuel Mudiay,PG,11/1/15,27,6,-0.9
5046,Emmanuel Mudiay,PG,3/21/16,26,5,-0.3
5339,Emmanuel Mudiay,PG,10/28/15,38,17,4.7
5406,Emmanuel Mudiay,PG,3/28/16,35,16,12.4
5570,Emmanuel Mudiay,PG,1/28/16,31,20,13
6043,Emmanuel Mudiay,PG,11/6/15,30,13,6.3
6599,Emmanuel Mudiay,PG,3/17/16,23,12,6.7
7008,Emmanuel Mudiay,PG,11/22/15,33,17,9.2
7082,Emmanuel Mudiay,PG,11/13/15,33,2,-1.7
7259,Emmanuel Mudiay,PG,3/6/16,40,16,10.7
7736,Emmanuel Mudiay,PG,3/14/16,33,23,14.6
7818,Emmanuel Mudiay,PG,3/4/16,33,25,23
8352,Emmanuel Mudiay,PG,3/27/16,23,4,-5.1
8603,Emmanuel Mudiay,PG,1/30/16,37,11,7.1
9064,Emmanuel Mudiay,PG,1/25/16,30,10,3.8
9572,Emmanuel Mudiay,PG,2/26/16,26,4,1.5
10260,Emmanuel Mudiay,PG,2/10/16,34,14,12.9
10799,Emmanuel Mudiay,PG,3/31/16,26,13,10.2
11031,Emmanuel Mudiay,PG,2/5/16,39,22,14.7
11278,Emmanuel Mudiay,PG,11/20/15,29,26,19.7
11369,Emmanuel Mudiay,PG,11/9/15,28,18,15.1
11573,Emmanuel Mudiay,PG,3/8/16,31,15,8.3
11937,Emmanuel Mudiay,PG,11/17/15,33,12,10.7
12192,Emmanuel Mudiay,PG,2/8/16,35,7,6.2
12254,Emmanuel Mudiay,PG,1/23/16,35,18,10
12823,Emmanuel Mudiay,PG,2/1/16,24,4,7.5
13017,Emmanuel Mudiay,PG,11/28/15,34,12,4.4
13057,Emmanuel Mudiay,PG,11/24/15,24,7,3.1
13223,Emmanuel Mudiay,PG,3/30/16,31,17,7.9
13654,Emmanuel Mudiay,PG,11/14/15,24,13,2.7
13873,Emmanuel Mudiay,PG,2/29/16,33,8,5.5
14336,Emmanuel Mudiay,PG,10/30/15,27,15,5.9
14765,Emmanuel Mudiay,PG,11/3/15,31,12,6.2
16272,Emmanuel Mudiay,PG,2/7/16,32,15,11.1
16484,Emmanuel Mudiay,PG,12/11/15,12,2,-2.6
18010,Emmanuel Mudiay,PG,1/17/16,37,10,2.3
19167,Emmanuel Mudiay,PG,4/8/16,36,20,16.3
19541,Emmanuel Mudiay,PG,12/8/15,22,6,4.1
19562,Emmanuel Mudiay,PG,11/30/15,29,10,1.4
19888,Emmanuel Mudiay,PG,1/10/16,39,11,6.6
20484,Emmanuel Mudiay,PG,11/18/15,27,5,0.8
20792,Emmanuel Mudiay,PG,12/2/15,30,4,1.4
21296,Emmanuel Mudiay,PG,1/21/16,33,14,11.2
22399,Emmanuel Mudiay,PG,2/3/16,33,9,5.1
22744,Emmanuel Mudiay,PG,11/11/15,35,16,14.2
22956,Emmanuel Mudiay,PG,11/27/15,29,9,0.6
23528,Emmanuel Mudiay,PG,12/5/15,31,10,2.9
24687,Emmanuel Mudiay,PG,4/10/16,38,19,13.6
24939,Emmanuel Mudiay,PG,12/3/15,32,5,2.9
25139,Emmanuel Mudiay,PG,11/5/15,30,8,3.6
25248,Emmanuel Mudiay,PG,1/15/16,26,16,12.1
,Emmanuel Mudiay Var,,,,41.72958736,
68,Enes Kanter,C,2/27/16,18,11,7.9
82,Enes Kanter,C,2/6/16,20,14,14.4
134,Enes Kanter,C,3/3/16,13,6,3.6
235,Enes Kanter,C,2/29/16,25,23,19.3
370,Enes Kanter,C,3/22/16,22,10,11.6
439,Enes Kanter,C,4/9/16,20,11,8.1
566,Enes Kanter,C,3/11/16,21,17,16.7
650,Enes Kanter,C,2/1/16,17,14,9.2
750,Enes Kanter,C,1/29/16,26,22,18.1
841,Enes Kanter,C,2/25/16,18,8,4.3
917,Enes Kanter,C,4/3/16,18,16,11.6
1002,Enes Kanter,C,12/6/15,20,14,11.6
1062,Enes Kanter,C,3/16/16,26,17,13.9
1219,Enes Kanter,C,3/18/16,23,16,7.4
1409,Enes Kanter,C,3/6/16,20,18,17.6
1797,Enes Kanter,C,3/2/16,15,8,6.9
1820,Enes Kanter,C,2/21/16,18,5,2.7
1834,Enes Kanter,C,2/11/16,27,11,10.4
2085,Enes Kanter,C,11/2/15,22,6,6.8
2146,Enes Kanter,C,4/5/16,21,18,14.7
2252,Enes Kanter,C,3/14/16,22,26,20.9
2514,Enes Kanter,C,4/11/16,17,2,-1
2652,Enes Kanter,C,11/10/15,23,9,6.4
2874,Enes Kanter,C,3/9/16,17,14,14.7
3015,Enes Kanter,C,2/24/16,17,14,13.8
3044,Enes Kanter,C,2/19/16,20,13,9.1
3154,Enes Kanter,C,1/10/16,13,5,3.7
3284,Enes Kanter,C,4/6/16,36,33,34.3
3308,Enes Kanter,C,3/29/16,25,14,13.1
3889,Enes Kanter,C,1/4/16,16,3,-0.2
4117,Enes Kanter,C,2/8/16,24,11,5.3
4198,Enes Kanter,C,11/30/15,16,6,7.7
4472,Enes Kanter,C,1/27/16,23,23,20.6
4492,Enes Kanter,C,1/19/16,25,25,18.8
4576,Enes Kanter,C,11/18/15,31,24,19.5
4601,Enes Kanter,C,11/4/15,17,15,11.6
4624,Enes Kanter,C,11/1/15,18,12,3.6
4876,Enes Kanter,C,11/5/15,22,11,10.5
5193,Enes Kanter,C,1/8/16,23,15,14.7
5223,Enes Kanter,C,12/31/15,14,6,5.6
5280,Enes Kanter,C,11/15/15,16,8,6.5
5296,Enes Kanter,C,11/8/15,28,21,18.3
5422,Enes Kanter,C,3/28/16,20,7,5.9
5494,Enes Kanter,C,3/12/16,28,11,13.7
5555,Enes Kanter,C,2/3/16,16,13,12.8
5742,Enes Kanter,C,3/19/16,24,15,12.4
6803,Enes Kanter,C,1/2/16,24,12,9.6
6852,Enes Kanter,C,12/21/15,15,4,-0.2
6915,Enes Kanter,C,12/10/15,11,4,1.9
6986,Enes Kanter,C,11/25/15,15,6,3.4
7446,Enes Kanter,C,1/15/16,25,7,4
7983,Enes Kanter,C,1/24/16,30,8,2.2
8070,Enes Kanter,C,1/12/16,20,18,17.2
8117,Enes Kanter,C,11/27/15,18,14,12.1
8327,Enes Kanter,C,3/31/16,18,11,9.7
8630,Enes Kanter,C,1/26/16,18,2,-1.2
8748,Enes Kanter,C,11/22/15,23,12,12.3
9190,Enes Kanter,C,12/19/15,23,19,19.6
9684,Enes Kanter,C,1/22/16,24,16,14.3
9747,Enes Kanter,C,1/13/16,15,4,1.7
9868,Enes Kanter,C,12/16/15,25,12,10.1
10076,Enes Kanter,C,10/28/15,24,15,16.9
10134,Enes Kanter,C,3/26/16,21,20,18.3
10420,Enes Kanter,C,1/20/16,22,12,10.4
10504,Enes Kanter,C,12/29/15,22,23,22.3
10545,Enes Kanter,C,12/27/15,25,21,22.9
10570,Enes Kanter,C,12/23/15,22,16,15.1
11181,Enes Kanter,C,12/25/15,26,14,15
11283,Enes Kanter,C,11/20/15,25,11,10.6
11332,Enes Kanter,C,11/13/15,19,13,10.6
12558,Enes Kanter,C,10/30/15,18,10,5.3
14193,Enes Kanter,C,12/11/15,24,11,8.2
14809,Enes Kanter,C,4/12/16,38,17,13.6
15339,Enes Kanter,C,12/17/15,18,6,5.4
15381,Enes Kanter,C,12/13/15,16,10,8.9
15426,Enes Kanter,C,12/3/15,21,10,7.4
16850,Enes Kanter,C,1/17/16,18,8,4.6
17080,Enes Kanter,C,12/8/15,15,6,3.7
17854,Enes Kanter,C,11/23/15,21,6,3
19189,Enes Kanter,C,3/24/16,22,14,10.7
19358,Enes Kanter,C,1/6/16,22,9,6.7
20813,Enes Kanter,C,11/16/15,17,16,14.8
,Enes Kanter Var,,,,37.31406203,
1489,Eric Bledsoe,SG,12/16/15,32,6,2.1
2447,Eric Bledsoe,SG,11/27/15,34,21,18.5
3244,Eric Bledsoe,SG,12/4/15,35,22,18.7
4150,Eric Bledsoe,SG,12/18/15,35,29,23.8
5295,Eric Bledsoe,SG,11/8/15,37,28,26.2
5652,Eric Bledsoe,SG,11/25/15,37,18,10.9
6316,Eric Bledsoe,SG,11/22/15,34,29,21.6
6865,Eric Bledsoe,SG,12/11/15,35,31,23.6
7539,Eric Bledsoe,SG,12/13/15,36,23,24.5
8205,Eric Bledsoe,SG,11/4/15,33,19,16.9
9214,Eric Bledsoe,SG,12/14/15,37,23,21.1
9283,Eric Bledsoe,SG,12/1/15,38,17,13.8
9324,Eric Bledsoe,SG,11/2/15,32,16,9.3
9808,Eric Bledsoe,SG,12/23/15,40,9,6.9
11198,Eric Bledsoe,SG,12/9/15,35,21,17.3
11281,Eric Bledsoe,SG,11/20/15,37,22,14
11955,Eric Bledsoe,SG,11/12/15,35,26,22.6
12971,Eric Bledsoe,SG,12/26/15,8,4,-0.2
13085,Eric Bledsoe,SG,11/16/15,28,21,11.2
13650,Eric Bledsoe,SG,11/14/15,30,30,27.1
13724,Eric Bledsoe,SG,10/30/15,33,22,16.6
14312,Eric Bledsoe,SG,10/31/15,38,33,30.4
14622,Eric Bledsoe,SG,12/20/15,34,18,11.9
14640,Eric Bledsoe,SG,12/7/15,33,16,12.7
14663,Eric Bledsoe,SG,12/2/15,41,21,12.5
14788,Eric Bledsoe,SG,10/28/15,31,13,6.2
15433,Eric Bledsoe,SG,11/29/15,38,20,16.4
15493,Eric Bledsoe,SG,11/18/15,39,21,13.9
15977,Eric Bledsoe,SG,12/6/15,40,23,12.9
19712,Eric Bledsoe,SG,11/6/15,37,22,9.1
20266,Eric Bledsoe,SG,12/21/15,26,8,3.7
,Eric Bledsoe Var,,,,50.37849462,
817,Eric Gordon,SG,3/2/16,32,14,5.3
1979,Eric Gordon,SG,2/27/16,34,31,23.4
2424,Eric Gordon,SG,1/13/16,43,24,21.9
3267,Eric Gordon,SG,10/27/15,33,14,4.7
3552,Eric Gordon,SG,12/2/15,33,10,3.4
4160,Eric Gordon,SG,12/18/15,29,15,7.8
4577,Eric Gordon,SG,11/18/15,37,18,11.7
5258,Eric Gordon,SG,11/27/15,30,16,8.7
5654,Eric Gordon,SG,11/25/15,35,23,18.3
5669,Eric Gordon,SG,11/7/15,41,21,15.4
5964,Eric Gordon,SG,12/14/15,34,9,7.1
5984,Eric Gordon,SG,12/11/15,36,15,8.7
6073,Eric Gordon,SG,10/31/15,24,9,4.5
6292,Eric Gordon,SG,12/7/15,16,0,-1.2
6320,Eric Gordon,SG,11/22/15,39,20,13
6363,Eric Gordon,SG,11/10/15,34,17,10.1
7501,Eric Gordon,SG,12/26/15,40,26,24.9
8730,Eric Gordon,SG,12/4/15,31,19,14.8
8827,Eric Gordon,SG,11/11/15,32,26,17
8956,Eric Gordon,SG,3/3/16,34,23,17.2
9138,Eric Gordon,SG,12/31/15,35,10,2.9
11391,Eric Gordon,SG,10/28/15,41,20,15.2
11863,Eric Gordon,SG,1/2/16,37,16,8.4
11936,Eric Gordon,SG,11/17/15,38,19,14.7
11984,Eric Gordon,SG,11/6/15,39,22,15.4
12002,Eric Gordon,SG,11/3/15,38,21,9.5
12301,Eric Gordon,SG,1/8/16,36,8,3.3
13108,Eric Gordon,SG,11/13/15,36,30,17.8
13555,Eric Gordon,SG,12/20/15,32,20,17
13999,Eric Gordon,SG,1/19/16,25,11,6.9
14041,Eric Gordon,SG,1/10/16,38,7,5.2
14060,Eric Gordon,SG,1/6/16,23,14,11.1
14138,Eric Gordon,SG,12/28/15,24,3,-2.1
14504,Eric Gordon,SG,1/12/16,27,14,9.9
14725,Eric Gordon,SG,11/15/15,39,11,5.7
15311,Eric Gordon,SG,12/23/15,34,11,12.4
16456,Eric Gordon,SG,12/12/15,34,14,6.1
16869,Eric Gordon,SG,1/15/16,32,10,4.9
17212,Eric Gordon,SG,11/20/15,35,11,8.6
17807,Eric Gordon,SG,12/1/15,20,8,7.3
18072,Eric Gordon,SG,12/16/15,28,19,11.8
18495,Eric Gordon,SG,12/25/15,43,16,6.8
22054,Eric Gordon,SG,3/5/16,11,7,8.2
22256,Eric Gordon,SG,11/28/15,32,4,-3
23088,Eric Gordon,SG,1/18/16,37,10,5.4
,Eric Gordon Var,,,,48.77979798,
682,Eric Moreland,PF,4/5/16,6,0,-1.1
783,Eric Moreland,PF,4/7/16,12,4,1.3
1208,Eric Moreland,PF,4/13/16,4,0,1.3
1337,Eric Moreland,PF,11/28/15,9,2,4.1
3537,Eric Moreland,PF,12/3/15,4,0,-0.2
5707,Eric Moreland,PF,10/30/15,4,2,2.7
8230,Eric Moreland,PF,11/4/15,3,0,0.7
21206,Eric Moreland,PF,11/3/15,4,0,-1.2
,Eric Moreland Var,,,,2.285714286,
16,Erick Green,PG,2/10/16,4,5,5.7
38,Erick Green,PG,2/9/16,12,4,0.8
4657,Erick Green,PG,11/1/15,4,0,-0.4
5354,Erick Green,PG,10/28/15,1,0,0.7
14353,Erick Green,PG,10/30/15,2,0,0
22411,Erick Green,PG,2/3/16,3,0,0
24040,Erick Green,PG,1/27/16,4,4,3.7
25602,Erick Green,PG,2/6/16,9,0,-0.1
25624,Erick Green,PG,2/5/16,3,0,0
,Erick Green Var,,,,4.777777778,
464,Ersan Ilyasova,PF,3/7/16,15,7,5
546,Ersan Ilyasova,PF,2/25/16,16,8,9.5
1760,Ersan Ilyasova,PF,3/11/16,21,10,8.4
2222,Ersan Ilyasova,PF,3/21/16,10,5,6.4
2324,Ersan Ilyasova,PF,3/4/16,20,5,3.7
2584,Ersan Ilyasova,PF,3/2/16,12,8,5.9
2699,Ersan Ilyasova,PF,3/15/16,21,6,6.5
2717,Ersan Ilyasova,PF,3/12/16,29,4,0.5
2738,Ersan Ilyasova,PF,1/16/16,30,10,11.9
3366,Ersan Ilyasova,PF,3/1/16,31,22,23.2
3404,Ersan Ilyasova,PF,2/28/16,12,10,8.5
4349,Ersan Ilyasova,PF,3/8/16,14,2,-0.8
4976,Ersan Ilyasova,PF,4/10/16,17,0,-4.2
5373,Ersan Ilyasova,PF,4/13/16,20,7,3.1
5474,Ersan Ilyasova,PF,3/18/16,20,7,4.9
6575,Ersan Ilyasova,PF,3/20/16,32,10,4.9
7140,Ersan Ilyasova,PF,4/11/16,37,22,22.5
7381,Ersan Ilyasova,PF,2/3/16,26,16,7.1
7394,Ersan Ilyasova,PF,1/20/16,33,18,16.3
7919,Ersan Ilyasova,PF,2/26/16,12,0,-1.2
8128,Ersan Ilyasova,PF,11/27/15,28,9,5.2
8200,Ersan Ilyasova,PF,11/9/15,17,4,1.6
8523,Ersan Ilyasova,PF,2/23/16,19,10,8.3
8859,Ersan Ilyasova,PF,4/8/16,24,4,3.1
10353,Ersan Ilyasova,PF,1/29/16,27,11,5.6
10998,Ersan Ilyasova,PF,2/8/16,28,17,11.4
11082,Ersan Ilyasova,PF,1/27/16,20,3,2
11262,Ersan Ilyasova,PF,11/21/15,33,18,15.7
11793,Ersan Ilyasova,PF,1/21/16,37,10,4.5
12258,Ersan Ilyasova,PF,1/23/16,28,9,8
12496,Ersan Ilyasova,PF,11/11/15,17,8,4.4
13277,Ersan Ilyasova,PF,3/23/16,24,8,8
13457,Ersan Ilyasova,PF,1/2/16,32,12,5.4
13493,Ersan Ilyasova,PF,12/26/15,29,9,9.4
13584,Ersan Ilyasova,PF,12/14/15,20,6,4.6
14163,Ersan Ilyasova,PF,12/12/15,29,20,17.7
14449,Ersan Ilyasova,PF,2/6/16,18,4,-3.4
14665,Ersan Ilyasova,PF,12/2/15,35,23,14
15006,Ersan Ilyasova,PF,2/21/16,18,7,2.8
15620,Ersan Ilyasova,PF,10/30/15,22,2,-0.6
15812,Ersan Ilyasova,PF,2/1/16,31,16,15.3
16364,Ersan Ilyasova,PF,1/18/16,35,19,17.1
16404,Ersan Ilyasova,PF,1/6/16,22,5,1.7
16579,Ersan Ilyasova,PF,11/20/15,19,6,3.5
16951,Ersan Ilyasova,PF,12/31/15,29,10,8.3
17478,Ersan Ilyasova,PF,2/19/16,23,16,10.8
17549,Ersan Ilyasova,PF,2/4/16,31,12,6.7
18159,Ersan Ilyasova,PF,11/15/15,29,6,0.2
18198,Ersan Ilyasova,PF,11/3/15,35,12,8.7
18519,Ersan Ilyasova,PF,12/23/15,33,5,1.9
19095,Ersan Ilyasova,PF,12/6/15,13,7,0.8
19133,Ersan Ilyasova,PF,11/8/15,26,6,6.6
