,Rk,Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Binned PTS
12302,12303,George Hill,30-316,G,3/16/17,UTA,CLE,1,31,3,10,0.3,2,5,0.4,1,5,0.2,2,3,0.667,0,2,2,2,1,0,1,2,9,4.0,0-10
12303,12304,Solomon Hill,25-320,F,2/1/17,NOP,DET,1,35,3,7,0.429,0,1,0.0,3,6,0.5,0,0,,0,4,4,1,0,0,1,3,9,5.0,0-10
12304,12305,DeAndre Jordan,28-196,C,2/2/17,LAC,GSW,1,25,2,2,1.0,2,2,1.0,0,0,,5,8,0.625,0,7,7,1,0,2,1,2,9,9.6,0-10
12305,12306,Dewayne Dedmon,27-079,C,10/30/16,SAS,MIA,0,16,2,5,0.4,2,5,0.4,0,0,,5,6,0.833,4,4,8,1,0,0,0,4,9,9.0,0-10
12306,12307,Rudy Gay,30-093,F,11/18/16,SAC,LAC,1,33,3,11,0.273,3,9,0.33299999999999996,0,2,0.0,3,4,0.75,0,3,3,3,2,0,4,5,9,1.1,0-10
12307,12308,T.J. McConnell,24-229,G,11/9/16,PHI,IND,0,21,4,7,0.5710000000000001,4,4,1.0,0,3,0.0,1,2,0.5,0,1,1,5,1,0,2,2,9,7.3,0-10
12308,12309,Nicolas Batum,27-331,F-G,11/9/16,CHO,UTA,1,34,3,10,0.3,3,5,0.6,0,5,0.0,3,5,0.6,0,2,2,5,1,0,1,5,9,4.5,0-10
12309,12310,Kelly Olynyk,25-232,C-F,12/7/16,BOS,ORL,0,20,4,8,0.5,4,5,0.8,0,3,0.0,1,1,1.0,1,3,4,2,1,0,0,1,9,8.6,0-10
12310,12311,Michael Beasley,27-315,F,11/19/16,MIL,GSW,0,20,4,9,0.444,3,8,0.375,1,1,1.0,0,2,0.0,2,1,3,0,0,0,0,1,9,4.8,0-10
12311,12312,Iman Shumpert,26-233,G,2/14/17,CLE,MIN,1,26,3,9,0.33299999999999996,0,1,0.0,3,8,0.375,0,0,,0,0,0,1,0,0,1,2,9,2.8,0-10
12312,12313,Alex Len,23-201,C,1/3/17,PHO,MIA,0,16,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,2,0.5,2,6,8,0,0,3,2,3,9,7.4,0-10
12313,12314,Iman Shumpert,26-159,G,12/2/16,CLE,CHI,0,19,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,0,3,3,3,1,0,2,2,9,7.6,0-10
12314,12315,Deron Williams,32-154,G,11/27/16,DAL,NOP,1,20,3,10,0.3,3,6,0.5,0,4,0.0,3,3,1.0,0,2,2,4,0,0,5,4,9,0.0,0-10
12315,12316,Dante Exum,21-268,G,4/7/17,UTA,MIN,1,23,3,5,0.6,0,1,0.0,3,4,0.75,0,0,,0,2,2,3,0,0,2,1,9,7.0,0-10
12316,12317,Deron Williams,32-160,G,12/3/16,DAL,CHI,1,31,3,11,0.273,3,8,0.375,0,3,0.0,3,3,1.0,0,2,2,15,1,0,1,2,9,12.8,0-10
12317,12318,Rodney Hood,24-080,G-F,1/8/17,UTA,MEM,1,31,4,14,0.28600000000000003,3,7,0.429,1,7,0.14300000000000002,0,0,,0,3,3,2,0,0,1,2,9,1.3,0-10
12318,12319,Iman Shumpert,26-145,G,11/18/16,CLE,DET,0,17,3,5,0.6,1,2,0.5,2,3,0.667,1,1,1.0,0,0,0,2,0,0,0,2,9,7.3,0-10
12319,12320,J.J. Barea,32-272,G,3/25/17,DAL,TOR,0,18,3,8,0.375,1,4,0.25,2,4,0.5,1,2,0.5,0,1,1,3,0,0,2,2,9,3.8,0-10
12320,12321,Jonas Valanciunas,24-323,C,3/25/17,TOR,DAL,1,22,4,9,0.444,4,9,0.444,0,0,,1,1,1.0,3,3,6,1,1,0,0,2,9,8.2,0-10
12321,12322,Alex Len,23-188,C,12/21/16,PHO,HOU,0,24,4,5,0.8,4,5,0.8,0,0,,1,2,0.5,0,5,5,0,1,4,0,2,9,11.2,0-10
12322,12323,James Ennis,26-130,F,11/8/16,MEM,DEN,1,32,2,4,0.5,1,1,1.0,1,3,0.33299999999999996,4,4,1.0,2,1,3,2,4,0,2,5,9,10.1,0-10
12323,12324,Andre Roberson,25-005,G-F,12/9/16,OKC,HOU,1,37,3,7,0.429,1,2,0.5,2,5,0.4,1,4,0.25,1,7,8,3,2,1,0,4,9,10.1,0-10
12324,12325,Jonas Jerebko,29-289,F,12/16/16,BOS,CHO,0,25,4,8,0.5,3,3,1.0,1,5,0.2,0,0,,1,2,3,3,2,0,0,3,9,9.2,0-10
12325,12326,Otto Porter,23-188,F,12/8/16,WAS,DEN,1,36,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,0,5,5,1,3,1,3,3,9,6.0,0-10
12326,12327,Nene Hilario,34-174,F-C,3/6/17,HOU,SAS,0,19,4,6,0.667,4,6,0.667,0,0,,1,3,0.33299999999999996,1,2,3,0,0,1,0,4,9,6.0,0-10
12327,12328,Andre Drummond,23-153,C,1/10/17,DET,SAC,1,35,4,5,0.8,4,5,0.8,0,0,,1,6,0.16699999999999998,3,9,12,1,3,7,2,5,9,14.5,0-10
12328,12329,James Johnson,29-338,F,1/23/17,MIA,GSW,0,27,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,1,1,2,4,0,2,1,4,9,7.6,0-10
12329,12330,Tim Hardaway,24-247,G,11/18/16,ATL,CHO,0,23,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,0,3,3,0,0,0,0,0,9,5.2,0-10
12330,12331,Norman Powell,23-168,G,11/9/16,TOR,OKC,0,23,4,8,0.5,4,7,0.5710000000000001,0,1,0.0,1,3,0.33299999999999996,0,2,2,0,1,0,0,3,9,4.6,0-10
12331,12332,P.J. Tucker,31-334,F,4/4/17,TOR,IND,0,26,4,10,0.4,3,7,0.429,1,3,0.33299999999999996,0,0,,2,3,5,1,1,0,1,4,9,5.0,0-10
12332,12333,Solomon Hill,25-241,F,11/14/16,NOP,BOS,0,32,2,5,0.4,1,1,1.0,1,4,0.25,4,4,1.0,1,6,7,1,1,0,2,5,9,6.5,0-10
12333,12334,Cristiano Felicio,24-154,F-C,12/8/16,CHI,SAS,0,18,3,5,0.6,3,5,0.6,0,0,,3,4,0.75,4,3,7,0,0,0,1,1,9,8.6,0-10
12334,12335,Jae Crowder,26-136,F,11/19/16,BOS,DET,1,27,3,9,0.33299999999999996,2,5,0.4,1,4,0.25,2,2,1.0,0,4,4,0,1,1,2,0,9,4.8,0-10
12335,12336,C.J. Miles,29-231,G-F,12/5/16,IND,GSW,0,18,3,6,0.5,1,1,1.0,2,5,0.4,1,1,1.0,0,3,3,1,0,1,0,2,9,7.5,0-10
12336,12337,C.J. Miles,29-283,G-F,1/26/17,IND,MIN,1,29,3,5,0.6,0,1,0.0,3,4,0.75,0,0,,0,6,6,1,1,0,0,4,9,8.6,0-10
12337,12338,Paul Millsap,31-291,F,11/27/16,ATL,LAL,1,30,4,11,0.364,3,7,0.429,1,4,0.25,0,0,,1,4,5,3,0,0,2,2,9,4.1,0-10
12338,12339,Jahlil Okafor,21-049,C-F,2/2/17,PHI,SAS,1,25,4,12,0.33299999999999996,4,12,0.33299999999999996,0,0,,1,1,1.0,3,6,9,3,0,0,1,3,9,6.0,0-10
12339,12340,DeMarre Carroll,30-174,F,1/17/17,TOR,BRK,1,26,3,8,0.375,0,4,0.0,3,4,0.75,0,0,,2,1,3,1,2,0,0,5,9,7.0,0-10
12340,12341,Luke Babbitt,27-257,F,3/4/17,MIA,CLE,1,14,3,4,0.75,0,0,,3,4,0.75,0,0,,0,0,0,1,0,0,0,4,9,6.5,0-10
12341,12342,Nikola Jokic,21-305,C-F,12/20/16,DEN,LAC,1,21,4,7,0.5710000000000001,4,5,0.8,0,2,0.0,1,2,0.5,2,4,6,1,0,1,2,3,9,6.1,0-10
12342,12343,Stanley Johnson,20-237,F,1/21/17,DET,WAS,0,16,4,4,1.0,3,3,1.0,1,1,1.0,0,0,,0,0,0,1,1,1,1,3,9,8.0,0-10
12343,12344,Rodney Hood,24-075,G-F,1/3/17,UTA,BOS,1,35,3,10,0.3,3,7,0.429,0,3,0.0,3,6,0.5,0,3,3,4,0,0,0,1,9,5.3,0-10
12344,12345,Sergio Rodriguez,30-162,G,11/21/16,PHI,MIA,1,20,4,4,1.0,3,3,1.0,1,1,1.0,0,0,,0,0,0,5,0,0,3,1,9,7.9,0-10
12345,12346,Brandon Jennings,27-114,G,1/15/17,NYK,TOR,0,24,2,8,0.25,1,4,0.25,1,4,0.25,4,4,1.0,0,2,2,7,1,0,2,2,9,7.9,0-10
12346,12347,Noah Vonleh,21-085,F,11/17/16,POR,HOU,0,16,3,5,0.6,2,3,0.667,1,2,0.5,2,2,1.0,0,3,3,0,0,2,0,0,9,9.0,0-10
12347,12348,Brandon Jennings,27-122,G,1/23/17,NYK,IND,0,29,2,5,0.4,1,3,0.33299999999999996,1,2,0.5,4,4,1.0,0,2,2,6,1,0,2,3,9,8.9,0-10
12348,12349,Brandon Ingram,19-092,F,12/3/16,LAL,MEM,1,39,2,5,0.4,1,3,0.33299999999999996,1,2,0.5,4,4,1.0,1,4,5,1,0,3,5,0,9,6.0,0-10
12349,12350,Jon Leuer,27-228,F,12/28/16,DET,MIL,1,29,4,11,0.364,3,9,0.33299999999999996,1,2,0.5,0,0,,3,4,7,4,0,0,0,0,9,9.0,0-10
12350,12351,Hassan Whiteside,27-229,C,1/28/17,MIA,DET,1,29,4,9,0.444,4,9,0.444,0,0,,1,2,0.5,4,8,12,0,0,2,2,2,9,7.7,0-10
12351,12352,Wayne Ellington,29-030,G,11/28/16,MIA,BOS,0,27,4,9,0.444,3,4,0.75,1,5,0.2,0,0,,0,2,2,2,0,0,0,3,9,5.1,0-10
12352,12353,Allen Crabbe,24-214,G-F,11/9/16,POR,LAC,0,23,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,0,2,2,1,0,0,1,0,9,6.7,0-10
12353,12354,Darrun Hilliard,23-226,G,11/25/16,DET,LAC,0,19,4,6,0.667,4,5,0.8,0,1,0.0,1,1,1.0,1,2,3,1,1,0,2,2,9,6.6,0-10
12354,12355,Tony Allen,34-347,G-F,12/23/16,MEM,HOU,1,29,3,5,0.6,2,4,0.5,1,1,1.0,2,4,0.5,2,2,4,2,2,1,1,1,9,10.6,0-10
12355,12356,Rajon Rondo,30-259,G,11/7/16,CHI,ORL,1,22,3,7,0.429,3,7,0.429,0,0,,3,6,0.5,1,2,3,6,1,1,1,1,9,9.9,0-10
12356,12357,Jerami Grant,22-292,F,12/29/16,OKC,MEM,0,24,2,4,0.5,2,4,0.5,0,0,,5,8,0.625,0,1,1,0,0,1,0,1,9,6.4,0-10
12357,12358,Nerlens Noel,22-264,C-F,12/30/16,PHI,DEN,0,19,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,4,0.25,1,1,2,0,0,1,0,3,9,5.0,0-10
12358,12359,Caris LeVert,22-215,G-F,3/28/17,BRK,PHI,1,26,3,9,0.33299999999999996,1,3,0.33299999999999996,2,6,0.33299999999999996,1,2,0.5,0,5,5,0,0,0,2,2,9,2.2,0-10
12359,12360,Kelly Olynyk,25-335,C-F,3/20/17,BOS,WAS,0,18,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,0,0,,4,7,11,1,0,1,3,5,9,7.0,0-10
12360,12361,C.J. Watson,32-276,G,1/18/17,ORL,NOP,0,19,3,5,0.6,1,2,0.5,2,3,0.667,1,1,1.0,1,2,3,0,0,0,3,2,9,4.2,0-10
12361,12362,Corey Brewer,30-343,F-G,2/11/17,HOU,PHO,0,27,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,0,0,,0,1,1,3,2,0,1,2,9,7.6,0-10
12362,12363,Ian Clark,25-271,G,12/3/16,GSW,PHO,0,16,3,4,0.75,3,3,1.0,0,1,0.0,3,4,0.75,0,1,1,3,0,0,0,1,9,9.0,0-10
12363,12364,Michael Carter-Williams,25-159,G,3/18/17,CHI,UTA,0,27,4,10,0.4,4,9,0.444,0,1,0.0,1,1,1.0,0,2,2,4,1,3,2,3,9,6.9,0-10
12364,12365,Ersan Ilyasova,29-181,F,11/12/16,PHI,ATL,0,24,4,12,0.33299999999999996,3,7,0.429,1,5,0.2,0,0,,0,5,5,2,1,1,4,3,9,1.6,0-10
12365,12366,Chandler Parsons,28-113,F,2/15/17,MEM,NOP,1,19,3,6,0.5,2,2,1.0,1,4,0.25,2,2,1.0,0,1,1,1,1,0,0,3,9,6.8,0-10
12366,12367,Kelly Olynyk,25-332,C-F,3/17/17,BOS,BRK,0,19,4,6,0.667,4,5,0.8,0,1,0.0,1,2,0.5,1,5,6,3,0,2,2,2,9,8.9,0-10
12367,12368,Draymond Green,26-310,F,1/8/17,GSW,SAC,1,32,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,1,6,7,10,2,2,4,5,9,11.2,0-10
12368,12369,Monta Ellis,31-100,G,2/3/17,IND,BRK,0,25,3,8,0.375,3,8,0.375,0,0,,3,5,0.6,0,6,6,2,2,0,2,1,9,6.6,0-10
12369,12370,Michael Kidd-Gilchrist,23-114,F,1/18/17,CHO,POR,1,31,3,7,0.429,3,7,0.429,0,0,,3,4,0.75,1,4,5,4,1,3,1,1,9,11.3,0-10
12370,12371,Patrick McCaw,21-132,G,3/6/17,GSW,ATL,1,27,3,6,0.5,0,2,0.0,3,4,0.75,0,0,,2,5,7,1,1,0,1,1,9,9.2,0-10
12371,12372,Corey Brewer,30-277,F-G,12/7/16,HOU,LAL,0,21,4,9,0.444,4,7,0.5710000000000001,0,2,0.0,1,1,1.0,0,1,1,2,3,0,1,3,9,6.8,0-10
12372,12373,James Jones,36-190,F-G,4/12/17,CLE,TOR,0,36,3,16,0.188,2,4,0.5,1,12,0.083,2,3,0.667,1,4,5,2,0,1,1,2,9,0.8,0-10
12373,12374,Thomas Robinson,26-021,F,4/7/17,LAL,SAC,0,14,4,6,0.667,4,6,0.667,0,0,,1,4,0.25,2,3,5,0,0,0,1,1,9,6.1,0-10
12374,12375,Meyers Leonard,25-040,C-F,4/8/17,POR,UTA,1,30,3,8,0.375,0,0,,3,8,0.375,0,0,,1,4,5,1,0,0,0,4,9,5.6,0-10
12375,12376,Aaron Gordon,21-050,F,11/5/16,ORL,WAS,1,24,3,7,0.429,1,3,0.33299999999999996,2,4,0.5,1,2,0.5,1,3,4,4,0,1,0,1,9,9.6,0-10
12376,12377,Jamal Murray,19-281,G,11/30/16,DEN,MIA,0,23,3,10,0.3,1,4,0.25,2,6,0.33299999999999996,1,1,1.0,0,3,3,2,0,2,2,4,9,3.3,0-10
12377,12378,Nikola Mirotic,25-361,F,2/6/17,CHI,SAC,0,25,3,11,0.273,0,2,0.0,3,9,0.33299999999999996,0,0,,0,3,3,0,0,0,1,0,9,2.4,0-10
12378,12379,Trevor Ariza,31-226,F,2/11/17,HOU,PHO,1,31,4,13,0.308,3,8,0.375,1,5,0.2,0,0,,1,8,9,1,3,0,1,3,9,6.1,0-10
12379,12380,Lance Thomas,28-224,F,12/4/16,NYK,SAC,0,17,2,8,0.25,0,4,0.0,2,4,0.5,3,4,0.75,0,3,3,0,0,0,3,3,9,0.5,0-10
12380,12381,Jamal Murray,20-001,G,2/24/17,DEN,BRK,0,26,3,14,0.214,1,9,0.111,2,5,0.4,1,2,0.5,0,2,2,1,1,0,1,1,9,0.9,0-10
12381,12382,DeMarre Carroll,30-164,F,1/7/17,TOR,CHI,1,41,3,8,0.375,1,1,1.0,2,7,0.28600000000000003,1,2,0.5,0,2,2,2,1,0,0,5,9,5.2,0-10
12382,12383,Jusuf Nurkic,22-079,C,11/10/16,DEN,GSW,1,17,4,5,0.8,4,5,0.8,0,0,,1,2,0.5,1,2,3,0,1,1,4,2,9,4.9,0-10
12383,12384,Allen Crabbe,24-223,G-F,11/18/16,POR,NOP,0,27,3,6,0.5,3,3,1.0,0,3,0.0,3,5,0.6,0,2,2,0,0,1,1,1,9,5.1,0-10
12384,12385,Gerald Henderson,29-078,G,2/25/17,PHI,NYK,1,30,3,11,0.273,3,8,0.375,0,3,0.0,3,5,0.6,1,2,3,3,1,0,1,3,9,3.9,0-10
12385,12386,Sean Kilpatrick,27-063,G,3/10/17,BRK,DAL,0,24,3,11,0.273,2,3,0.667,1,8,0.125,2,2,1.0,0,2,2,5,2,0,3,4,9,4.0,0-10
12386,12387,Thomas Robinson,25-255,F,11/27/16,LAL,ATL,1,15,4,11,0.364,4,11,0.364,0,0,,1,2,0.5,5,3,8,0,0,0,1,1,9,5.5,0-10
12387,12388,Malcolm Delaney,27-246,G,11/12/16,ATL,PHI,0,17,3,8,0.375,3,7,0.429,0,1,0.0,3,3,1.0,2,1,3,6,0,0,1,0,9,9.5,0-10
12388,12389,J.J. Redick,32-272,G,3/23/17,LAC,DAL,1,28,2,9,0.222,1,4,0.25,1,5,0.2,4,4,1.0,0,1,1,2,1,0,1,1,9,4.8,0-10
12389,12390,Malcolm Delaney,27-310,G,1/15/17,ATL,MIL,0,26,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,0,,0,0,0,9,1,0,2,2,9,10.2,0-10
12390,12391,Trey Burke,24-076,G,1/27/17,WAS,ATL,0,19,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,0,,0,1,1,3,1,0,2,2,9,6.3,0-10
12391,12392,Alan Williams,24-055,F-C,3/24/17,PHO,BOS,0,24,3,9,0.33299999999999996,3,9,0.33299999999999996,0,0,,3,6,0.5,2,12,14,0,1,0,0,4,9,7.1,0-10
12392,12393,Wesley Matthews,30-085,G,1/7/17,DAL,ATL,1,33,3,12,0.25,0,5,0.0,3,7,0.429,0,0,,0,4,4,1,0,0,1,4,9,1.1,0-10
12393,12394,Sasha Vujacic,33-015,G,3/23/17,NYK,POR,0,16,3,6,0.5,2,5,0.4,1,1,1.0,2,2,1.0,0,1,1,0,0,0,1,2,9,4.5,0-10
12394,12395,D.J. Augustin,28-357,G,11/1/16,ORL,PHI,0,13,4,10,0.4,3,4,0.75,1,6,0.16699999999999998,0,0,,0,0,0,1,0,0,0,0,9,4.3,0-10
12395,12396,Greg Monroe,26-290,C-F,3/21/17,MIL,POR,0,22,4,12,0.33299999999999996,4,12,0.33299999999999996,0,0,,1,2,0.5,6,3,9,2,1,1,1,3,9,7.8,0-10
12396,12397,Joe Harris,25-096,G,12/12/16,BRK,HOU,0,22,2,7,0.28600000000000003,1,3,0.33299999999999996,1,4,0.25,4,4,1.0,0,7,7,1,0,0,0,5,9,5.7,0-10
12397,12398,Dirk Nowitzki,38-290,F,4/5/17,DAL,LAC,1,28,4,11,0.364,3,8,0.375,1,3,0.33299999999999996,0,0,,0,4,4,1,1,0,1,1,9,4.4,0-10
12398,12399,Doug McDermott,25-024,F,1/27/17,CHI,MIA,1,24,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1.0,0,5,5,2,0,0,2,1,9,6.5,0-10
12399,12400,Kenneth Faried,26-342,F,10/26/16,DEN,NOP,0,28,3,9,0.33299999999999996,3,8,0.375,0,1,0.0,3,6,0.5,6,8,14,1,2,2,3,1,9,10.0,0-10
12400,12401,Thomas Robinson,25-346,F,2/26/17,LAL,SAS,0,17,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,2,0.5,4,4,8,0,4,0,2,0,9,11.3,0-10
12401,12402,Marreese Speights,29-144,C-F,12/26/16,LAC,DEN,0,15,3,7,0.429,1,3,0.33299999999999996,2,4,0.5,1,2,0.5,0,2,2,1,0,1,0,1,9,6.5,0-10
12402,12403,Maurice Harkless,23-252,F-G,1/18/17,POR,CHO,1,27,4,10,0.4,3,6,0.5,1,4,0.25,0,0,,0,1,1,3,1,1,1,1,9,6.3,0-10
12403,12404,Myles Turner,21-005,F-C,3/29/17,IND,MEM,1,28,4,9,0.444,4,8,0.5,0,1,0.0,1,1,1.0,0,5,5,1,0,1,1,4,9,4.6,0-10
12404,12405,Jonas Jerebko,30-037,F,4/8/17,BOS,CHO,0,15,3,5,0.6,0,1,0.0,3,4,0.75,0,0,,0,2,2,3,0,0,0,1,9,9.0,0-10
12405,12406,Amir Johnson,29-238,F,12/25/16,BOS,NYK,1,24,3,6,0.5,3,6,0.5,0,0,,3,4,0.75,4,1,5,3,1,0,0,4,9,10.2,0-10
12406,12407,Eric Gordon,28-064,G,2/27/17,HOU,IND,0,26,3,11,0.273,2,6,0.33299999999999996,1,5,0.2,2,4,0.5,1,0,1,2,0,0,1,2,9,2.0,0-10
12407,12408,Eric Gordon,27-316,G,11/5/16,HOU,ATL,1,30,3,11,0.273,3,7,0.429,0,4,0.0,3,4,0.75,0,2,2,2,0,3,2,3,9,3.0,0-10
12408,12409,Kevin Love,28-196,F,3/22/17,CLE,DEN,1,22,3,9,0.33299999999999996,0,2,0.0,3,7,0.429,0,0,,1,6,7,1,2,1,0,1,9,9.4,0-10
12409,12410,Joffrey Lauvergne,25-044,C-F,11/13/16,OKC,ORL,0,15,3,4,0.75,0,1,0.0,3,3,1.0,0,0,,0,1,1,0,0,0,1,2,9,5.9,0-10
12410,12411,Al Jefferson,32-023,C-F,1/27/17,IND,SAC,0,12,4,9,0.444,4,9,0.444,0,0,,1,1,1.0,0,1,1,1,0,0,2,2,9,2.5,0-10
12411,12412,Jordan Crawford,28-163,G,4/4/17,NOP,DEN,0,17,4,9,0.444,4,6,0.667,0,3,0.0,1,1,1.0,0,0,0,1,0,0,2,2,9,2.2,0-10
12412,12413,Maurice Harkless,23-177,F-G,11/4/16,POR,DAL,1,32,4,8,0.5,3,5,0.6,1,3,0.33299999999999996,0,0,,0,1,1,3,1,0,0,0,9,8.4,0-10
12413,12414,Emmanuel Mudiay,20-361,G,3/1/17,DEN,MIL,0,18,4,9,0.444,3,6,0.5,1,3,0.33299999999999996,0,0,,0,4,4,1,0,0,1,0,9,5.2,0-10
12414,12415,Zaza Pachulia,33-028,C,3/10/17,GSW,MIN,1,26,4,4,1.0,4,4,1.0,0,0,,1,2,0.5,1,4,5,3,3,1,1,6,9,11.7,0-10
12415,12416,Courtney Lee,31-064,G,12/6/16,NYK,MIA,1,30,4,7,0.5710000000000001,3,6,0.5,1,1,1.0,0,0,,1,6,7,1,0,0,2,1,9,6.5,0-10
12416,12417,Jae Crowder,26-243,F,3/6/17,BOS,LAC,1,35,3,13,0.231,2,6,0.33299999999999996,1,7,0.14300000000000002,2,2,1.0,0,8,8,2,0,0,0,3,9,3.7,0-10
12417,12418,Patrick McCaw,21-167,G,4/10/17,GSW,UTA,1,27,4,9,0.444,3,6,0.5,1,3,0.33299999999999996,0,0,,0,0,0,0,0,0,0,2,9,3.5,0-10
12418,12419,Dante Cunningham,29-262,F,1/9/17,NOP,NYK,1,30,3,5,0.6,0,2,0.0,3,3,1.0,0,0,,1,2,3,0,1,0,0,1,9,8.6,0-10
12419,12420,Iman Shumpert,26-263,G,3/16/17,CLE,UTA,1,22,4,11,0.364,3,5,0.6,1,6,0.16699999999999998,0,0,,0,3,3,0,0,0,0,1,9,3.4,0-10
12420,12421,Wayne Ellington,29-118,G,2/24/17,MIA,ATL,0,22,3,11,0.273,0,2,0.0,3,9,0.33299999999999996,0,1,0.0,0,1,1,0,0,0,2,3,9,-0.8,0-10
12421,12422,Aaron Gordon,21-160,F,2/23/17,ORL,POR,1,29,4,9,0.444,4,7,0.5710000000000001,0,2,0.0,1,2,0.5,5,4,9,2,0,2,0,1,9,11.0,0-10
12422,12423,Justin Holiday,27-311,G,2/10/17,NYK,DEN,0,20,3,8,0.375,0,0,,3,8,0.375,0,0,,0,2,2,2,2,0,1,0,9,7.6,0-10
12423,12424,Michael Kidd-Gilchrist,23-175,F,3/20/17,CHO,ATL,1,21,4,8,0.5,4,8,0.5,0,0,,1,2,0.5,1,1,2,3,3,0,0,0,9,10.7,0-10
12424,12425,Kyle Korver,35-265,G-F,12/7/16,ATL,MIA,0,34,3,9,0.33299999999999996,1,3,0.33299999999999996,2,6,0.33299999999999996,1,1,1.0,0,3,3,5,0,0,1,3,9,6.1,0-10
12425,12426,Al-Farouq Aminu,26-121,F,1/20/17,POR,PHI,0,22,3,6,0.5,2,5,0.4,1,1,1.0,2,2,1.0,1,8,9,1,1,0,2,5,9,6.8,0-10
12426,12427,Richard Jefferson,36-179,F,12/17/16,CLE,LAL,0,18,4,7,0.5710000000000001,3,5,0.6,1,2,0.5,0,0,,1,1,2,0,0,1,0,2,9,6.6,0-10
12427,12428,Wayne Ellington,29-130,G,3/8/17,MIA,CHO,0,22,3,10,0.3,0,2,0.0,3,8,0.375,0,0,,0,1,1,0,1,0,0,2,9,3.7,0-10
12428,12429,Ish Smith,28-260,G,3/22/17,DET,CHI,1,25,4,10,0.4,3,9,0.33299999999999996,1,1,1.0,0,0,,0,1,1,7,3,0,2,4,9,8.2,0-10
12429,12430,Andre Drummond,23-156,C,1/13/17,DET,UTA,1,33,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,4,0.25,2,17,19,1,1,0,1,3,9,10.5,0-10
12430,12431,Jodie Meeks,29-211,G,3/20/17,ORL,PHI,0,20,1,9,0.111,1,6,0.16699999999999998,0,3,0.0,7,9,0.778,0,4,4,0,0,0,1,1,9,2.1,0-10
12431,12432,Tristan Thompson,26-012,F-C,3/25/17,CLE,WAS,1,27,4,4,1.0,4,4,1.0,0,0,,1,2,0.5,4,0,4,4,2,1,2,1,9,13.3,0-10
12432,12433,Cody Zeller,24-065,F-C,12/9/16,CHO,ORL,1,22,4,5,0.8,4,5,0.8,0,0,,1,2,0.5,4,3,7,1,1,0,1,1,9,10.7,0-10
12433,12434,Brandon Ingram,19-088,F,11/29/16,LAL,NOP,0,29,4,10,0.4,3,7,0.429,1,3,0.33299999999999996,0,1,0.0,0,3,3,5,2,1,1,1,9,8.9,0-10
12434,12435,Nick Young,31-165,G-F,11/13/16,LAL,MIN,1,24,3,9,0.33299999999999996,2,2,1.0,1,7,0.14300000000000002,2,2,1.0,0,1,1,1,0,0,1,3,9,2.7,0-10
12435,12436,Jamal Murray,19-344,G,2/1/17,DEN,MEM,0,32,3,16,0.188,2,9,0.222,1,7,0.14300000000000002,2,2,1.0,1,3,4,2,3,1,1,1,9,4.3,0-10
12436,12437,John Wall,26-127,G,1/11/17,WAS,BOS,1,39,4,21,0.19,4,16,0.25,0,5,0.0,1,2,0.5,3,4,7,11,3,1,1,2,9,8.4,0-10
12437,12438,Chandler Parsons,28-020,F,11/14/16,MEM,UTA,1,23,3,6,0.5,3,4,0.75,0,2,0.0,3,3,1.0,0,4,4,1,0,0,1,2,9,6.1,0-10
12438,12439,Marcus Morris,27-106,F,12/17/16,DET,IND,1,34,4,7,0.5710000000000001,3,4,0.75,1,3,0.33299999999999996,0,0,,0,1,1,1,1,0,1,3,9,5.5,0-10
12439,12440,Will Barton,26-057,G,3/4/17,DEN,CHO,0,31,3,11,0.273,2,7,0.28600000000000003,1,4,0.25,2,2,1.0,1,3,4,4,0,1,1,5,9,4.6,0-10
12440,12441,Montrezl Harrell,22-329,F-C,12/20/16,HOU,SAS,0,22,4,7,0.5710000000000001,4,7,0.5710000000000001,0,0,,1,3,0.33299999999999996,2,3,5,2,1,0,1,2,9,7.8,0-10
12441,12442,Gordon Hayward,26-307,F-G,1/24/17,UTA,DEN,1,35,2,10,0.2,0,7,0.0,2,3,0.667,3,3,1.0,1,5,6,3,0,0,3,1,9,3.7,0-10
12442,12443,Jordan Clarkson,24-252,G,2/14/17,LAL,SAC,0,28,4,8,0.5,4,7,0.5710000000000001,0,1,0.0,1,2,0.5,1,6,7,2,1,1,3,3,9,6.0,0-10
